81, 0
79, 0
78, 0
77, 0
80, 0
83, 0
83, 0
82, 0
76, 0
80, 0
81, 0
81, 0
79, 0
76, 0
78, 0
85, 0
81, 0
84, 0
77, 0
82, 0
78, 0
84, 0
77, 0
79, 0
82, 0
76, 0
82, 0
75, 0
84, 0
79, 0
77, 0
85, 0
76, 0
76, 0
76, 0
81, 0
78, 0
80, 0
81, 0
84, 0
75, 0
80, 0
75, 0
79, 0
80, 0
85, 0
76, 0
83, 0
75, 0
82, 0
77, 0
75, 0
80, 1
85, 2
75, 2
82, 2
78, 2
76, 2
83, 2
83, 2
75, 2
77, 2
82, 2
82, 2
76, 2
76, 2
83, 2
76, 2
76, 2
77, 2
78, 2
76, 2
75, 2
79, 2
79, 2
77, 2
85, 2
75, 2
84, 2
82, 2
83, 3
81, 3
83, 3
78, 3
82, 5
80, 6
76, 7
83, 7
81, 7
81, 7
75, 7
78, 7
80, 8
81, 9
75, 9
80, 10
83, 10
84, 10
75, 10
82, 10
85, 11
80, 11
78, 13
83, 13
80, 15
84, 15
76, 16
82, 16
83, 18
80, 18
77, 19
80, 20
78, 20
85, 20
85, 20
84, 20
80, 20
84, 22
78, 22
82, 23
82, 23
80, 25
77, 26
82, 27
85, 28
83, 28
75, 29
82, 30
84, 30
83, 30
85, 30
77, 30
85, 30
85, 30
79, 30
76, 30
76, 30
75, 30
76, 30
76, 30
85, 30
76, 30
85, 30
76, 30
80, 30
83, 31
83, 31
76, 31
83, 31
78, 32
76, 33
79, 33
82, 33
81, 33
75, 34
81, 36
84, 36
82, 36
85, 36
79, 36
82, 36
81, 37
82, 37
85, 37
82, 37
82, 37
81, 37
83, 37
75, 37
81, 37
77, 37
83, 37
84, 37
82, 37
76, 37
77, 37
75, 37
82, 37
77, 38
78, 38
84, 39
82, 39
75, 39
81, 40
76, 40
77, 40
79, 40
79, 40
78, 40
84, 40
79, 0
85, 0
80, 0
78, 0
77, 0
85, 0
79, 0
83, 0
76, 0
80, 0
83, 0
85, 0
83, 0
76, 0
81, 0
76, 0
79, 0
76, 0
82, 0
75, 0
83, 0
81, 0
82, 0
78, 0
85, 0
85, 0
81, 1
81, 2
79, 2
82, 2
75, 3
79, 3
76, 3
80, 5
79, 5
80, 5
80, 5
82, 5
84, 5
81, 5
80, 7
79, 9
82, 9
77, 9
85, 9
84, 9
85, 9
81, 9
78, 9
77, 10
78, 10
77, 10
76, 10
79, 10
83, 10
85, 10
80, 11
84, 12
85, 12
75, 12
83, 13
80, 13
77, 13
80, 0
83, 0
80, 0
78, 0
76, 0
75, 0
81, 0
78, 0
85, 0
81, 0
81, 0
79, 0
80, 0
82, 0
80, 0
75, 0
83, 0
78, 0
75, 0
80, 0
83, 0
75, 0
79, 0
85, 0
79, 0
76, 0
75, 0
81, 0
79, 0
80, 0
79, 0
77, 0
83, 0
80, 0
81, 0
82, 0
78, 0
83, 0
76, 0
79, 0
78, 0
78, 0
83, 0
77, 0
76, 0
80, 1
84, 1
83, 1
75, 1
84, 1
77, 1
79, 2
78, 2
82, 4
75, 4
76, 4
80, 5
82, 5
79, 5
85, 5
76, 6
83, 7
76, 8
75, 8
85, 8
77, 8
77, 8
80, 8
78, 8
81, 8
80, 8
78, 9
80, 9
77, 9
85, 9
76, 9
79, 9
79, 9
76, 9
82, 9
79, 9
84, 9
79, 9
81, 9
80, 9
75, 9
81, 9
84, 9
79, 10
85, 11
85, 11
75, 1
84, 1
77, 1
77, 1
75, 1
79, 1
79, 1
80, 1
81, 1
75, 1
85, 1
78, 1
80, 1
82, 1
83, 1
83, 1
80, 1
78, 1
82, 1
83, 1
76, 1
78, 2
79, 2
78, 3
75, 3
79, 3
82, 4
81, 4
75, 4
75, 4
83, 4
84, 4
80, 4
85, 4
85, 5
79, 7
85, 7
76, 7
75, 7
82, 7
82, 7
81, 7
85, 8
83, 8
81, 8
82, 8
81, 8
77, 8
78, 8
75, 8
77, 8
81, 8
79, 9
76, 10
83, 11
75, 11
77, 13
79, 13
78, 13
84, 13
79, 14
83, 14
78, 15
82, 16
79, 17
78, 17
85, 17
80, 17
85, 17
78, 17
78, 17
82, 17
84, 17
80, 17
81, 17
78, 0
78, 0
75, 0
84, 0
80, 0
79, 0
82, 0
84, 0
85, 0
84, 0
80, 0
83, 0
85, 0
78, 0
83, 0
76, 0
84, 0
79, 0
76, 1
85, 1
81, 3
83, 3
83, 3
85, 3
80, 4
78, 4
78, 5
76, 5
81, 5
76, 6
78, 6
77, 6
80, 6
85, 6
85, 6
75, 6
76, 6
84, 6
83, 7
84, 7
77, 7
77, 7
80, 7
80, 7
84, 7
76, 7
84, 7
85, 7
80, 7
77, 7
78, 7
80, 7
81, 7
77, 7
82, 7
84, 7
79, 7
81, 7
78, 7
77, 8
84, 9
77, 10
83, 10
85, 10
85, 11
83, 12
79, 13
79, 13
79, 13
83, 13
75, 13
78, 13
77, 13
78, 13
76, 13
85, 13
76, 13
80, 13
81, 13
77, 13
82, 14
76, 15
79, 16
84, 16
81, 16
75, 16
85, 16
80, 16
82, 16
84, 16
81, 16
81, 16
76, 16
82, 16
81, 16
78, 17
78, 17
80, 17
81, 17
84, 17
83, 17
80, 17
77, 17
83, 17
82, 17
82, 17
85, 17
76, 18
81, 18
78, 19
78, 19
77, 19
81, 19
81, 19
78, 19
85, 19
76, 20
84, 21
78, 22
75, 24
84, 24
84, 24
76, 24
77, 24
79, 24
80, 25
82, 25
80, 25
83, 25
79, 25
85, 25
76, 25
83, 25
77, 25
82, 25
78, 25
76, 25
83, 25
75, 25
78, 25
80, 25
75, 25
76, 25
83, 26
85, 27
81, 29
81, 29
80, 29
79, 29
78, 29
79, 29
85, 29
78, 29
75, 29
80, 29
82, 29
85, 30
82, 31
83, 31
84, 31
76, 31
85, 31
85, 31
85, 31
75, 31
80, 31
82, 31
79, 31
77, 31
85, 31
83, 31
81, 31
84, 31
82, 31
76, 31
82, 32
84, 33
84, 33
80, 33
82, 33
84, 33
75, 33
75, 33
75, 33
83, 33
77, 33
85, 33
76, 33
77, 33
84, 33
82, 33
85, 33
75, 33
81, 33
85, 33
81, 34
79, 35
77, 35
82, 35
85, 35
85, 35
81, 35
84, 35
81, 35
76, 35
80, 35
78, 35
80, 35
79, 35
75, 35
82, 35
76, 35
78, 35
80, 35
75, 35
83, 36
85, 37
78, 37
85, 37
84, 37
82, 37
78, 37
79, 37
81, 37
80, 37
85, 37
80, 37
80, 37
82, 37
84, 37
83, 37
82, 37
77, 37
84, 37
82, 37
85, 37
77, 37
78, 37
84, 37
76, 37
80, 37
82, 37
81, 37
77, 37
82, 37
85, 37
77, 37
77, 37
77, 37
79, 37
85, 37
79, 37
85, 37
82, 37
76, 37
79, 37
77, 37
82, 37
82, 37
79, 37
76, 37
77, 37
82, 37
76, 37
82, 37
76, 37
77, 37
81, 37
85, 38
77, 38
80, 38
82, 39
77, 40
75, 40
82, 40
84, 41
80, 42
80, 42
80, 42
82, 42
85, 43
83, 44
80, 44
75, 44
76, 44
77, 44
80, 44
85, 44
75, 44
85, 44
78, 44
77, 44
79, 44
81, 44
85, 44
76, 44
75, 44
82, 44
81, 46
78, 47
80, 47
75, 47
82, 47
81, 47
77, 47
81, 47
76, 47
76, 47
85, 47
78, 47
78, 47
83, 47
75, 47
75, 47
82, 47
83, 47
82, 47
76, 47
79, 47
81, 47
85, 47
75, 47
79, 47
80, 47
85, 47
83, 47
81, 47
