75, 0
75, 0
79, 0
77, 0
85, 0
83, 0
83, 0
81, 1
82, 1
83, 1
85, 1
82, 1
77, 1
84, 1
85, 0
82, 0
79, 0
75, 0
78, 0
80, 0
77, 2
83, 2
82, 2
77, 2
82, 2
80, 2
80, 2
78, 2
77, 2
83, 2
85, 2
83, 2
77, 2
78, 2
84, 2
84, 2
79, 2
79, 2
81, 2
76, 0
76, 0
85, 0
79, 0
84, 0
76, 0
79, 0
75, 0
82, 0
82, 0
77, 0
81, 0
75, 0
76, 0
85, 0
84, 0
80, 0
85, 0
84, 0
76, 0
85, 0
78, 0
78, 0
76, 0
77, 0
84, 1
83, 1
83, 1
84, 1
75, 1
81, 1
80, 1
77, 2
78, 2
76, 2
77, 2
79, 2
79, 4
81, 4
79, 7
76, 7
78, 7
75, 7
83, 7
85, 7
83, 8
77, 10
80, 10
76, 10
84, 10
80, 10
77, 10
78, 10
77, 10
77, 10
83, 12
82, 13
83, 13
81, 13
77, 14
77, 14
76, 14
77, 14
78, 14
81, 14
83, 14
82, 24
79, 24
81, 26
75, 26
76, 26
79, 26
78, 27
84, 27
82, 27
80, 28
85, 28
79, 28
79, 29
81, 30
80, 30
76, 30
77, 31
85, 31
77, 31
75, 31
76, 31
76, 31
79, 31
80, 31
85, 31
85, 31
85, 31
77, 31
77, 31
79, 31
79, 31
76, 31
83, 31
80, 31
77, 31
79, 31
79, 31
85, 33
75, 46
76, 48
81, 0
83, 0
77, 0
81, 0
77, 0
84, 0
75, 0
78, 0
85, 0
78, 0
78, 0
79, 0
83, 0
77, 0
79, 0
80, 0
83, 0
81, 0
75, 0
76, 0
79, 0
77, 0
77, 0
80, 1
79, 2
75, 2
79, 2
77, 2
75, 2
80, 2
79, 2
84, 2
76, 2
85, 2
77, 2
81, 2
84, 2
79, 2
82, 2
83, 2
82, 2
78, 2
79, 2
81, 2
85, 2
78, 2
75, 2
83, 2
80, 2
84, 2
79, 2
81, 2
83, 2
84, 2
82, 2
77, 2
77, 2
78, 2
83, 2
80, 2
84, 2
77, 2
76, 2
78, 2
83, 2
75, 2
75, 2
84, 2
82, 2
85, 2
84, 2
85, 2
81, 2
79, 2
82, 2
78, 2
78, 2
75, 2
75, 2
83, 2
80, 2
77, 2
79, 2
79, 2
77, 2
76, 2
84, 2
80, 2
77, 2
79, 2
76, 3
82, 3
79, 4
77, 4
77, 4
80, 4
85, 4
79, 4
85, 4
75, 4
82, 4
79, 4
82, 4
75, 4
80, 5
82, 6
77, 6
85, 6
85, 7
81, 8
77, 8
78, 8
83, 8
75, 8
79, 8
79, 8
80, 8
75, 8
82, 8
75, 8
79, 8
83, 8
80, 8
84, 8
79, 8
83, 8
80, 8
83, 8
76, 8
78, 8
82, 8
77, 8
79, 8
81, 8
85, 8
79, 8
80, 8
84, 8
79, 8
84, 8
81, 8
79, 8
77, 8
79, 8
75, 8
84, 8
78, 8
75, 8
85, 8
77, 8
83, 8
81, 8
79, 8
75, 8
77, 8
82, 8
80, 8
84, 8
79, 8
76, 8
75, 8
75, 8
81, 8
83, 8
81, 8
83, 8
77, 8
83, 8
81, 8
77, 8
81, 8
83, 8
80, 8
79, 8
80, 8
77, 8
82, 8
76, 8
79, 8
85, 8
80, 8
77, 8
83, 8
82, 8
77, 8
80, 8
85, 8
83, 8
75, 8
76, 8
79, 8
78, 8
82, 8
76, 8
77, 8
81, 8
79, 8
79, 8
79, 8
75, 8
81, 8
80, 8
85, 8
